pair_name,family_slug,left_zeta,right_zeta,noise_std,noise_power,trial_index,clean_advantage_iae,clean_advantage_ise,true_gap_iae,observed_gap_iae,true_gap_ise,pairwise_excess_gap_iae,parity_ratio_iae,left_occupancy_proxy_l2,right_occupancy_proxy_l2,true_winner_left,observed_winner_left,inversion_event
0.15_vs_0.707,powerplant_load_following,0.15,0.707,0.095,0.009025,89,18.185747046988677,1.0687792212215839,5.836723003975072,2.0260940038373008,0.3416315517059201,12.349024043013607,0.679049588180566,0.017152549627197297,0.001620024558002286,1,1,0
0.25_vs_0.707,powerplant_load_following,0.25,0.707,0.095,0.009025,89,16.64026788138317,1.0482173907404524,10.631030517729737,3.641627040556415,0.7900882420684456,6.009237363653432,0.36112623946255445,0.0068161814755699135,0.001620024558002286,1,1,0
0.35_vs_0.707,powerplant_load_following,0.35,0.707,0.095,0.009025,89,14.374727724460858,0.9929717709674872,11.43733820665402,3.847742477469602,0.8421345025218483,2.937389517806836,0.20434401083009082,0.00393282388088666,0.001620024558002286,1,1,0
0.15_vs_0.707,powerplant_load_following,0.15,0.707,0.095,0.009025,90,18.185747046988677,1.0687792212215839,7.3699406100836455,1.8063522065324378,0.5217860798420905,10.815806436905033,0.5947408379187805,0.017152549627197297,0.001620024558002286,1,1,0
0.25_vs_0.707,powerplant_load_following,0.25,0.707,0.095,0.009025,90,16.64026788138317,1.0482173907404524,11.598226937895133,3.44491664615893,0.9100524050407292,5.042040943488038,0.3030023903118159,0.0068161814755699135,0.001620024558002286,1,1,0
0.35_vs_0.707,powerplant_load_following,0.35,0.707,0.095,0.009025,90,14.374727724460858,0.9929717709674872,12.719184298699826,3.830383956373339,0.9797892775344189,1.6555434257610306,0.11517041974602854,0.00393282388088666,0.001620024558002286,1,1,0
0.15_vs_0.707,powerplant_load_following,0.15,0.707,0.095,0.009025,91,18.185747046988677,1.0687792212215839,6.7645070039318345,1.9104798831924157,0.5112179109821893,11.421240043056844,0.6280324923439454,0.017152549627197297,0.001620024558002286,1,1,0
0.25_vs_0.707,powerplant_load_following,0.25,0.707,0.095,0.009025,91,16.64026788138317,1.0482173907404524,11.538059331547426,3.2478671630431606,0.8950142554677503,5.102208549835745,0.3066181738302424,0.0068161814755699135,0.001620024558002286,1,1,0
0.35_vs_0.707,powerplant_load_following,0.35,0.707,0.095,0.009025,91,14.374727724460858,0.9929717709674872,12.40004162279045,3.5841435346242996,0.9476956273325626,1.9746861016704065,0.13737206989389913,0.00393282388088666,0.001620024558002286,1,1,0
0.15_vs_0.707,powerplant_load_following,0.15,0.707,0.095,0.009025,92,18.185747046988677,1.0687792212215839,7.106553034375837,2.022021832392184,0.4971464014105279,11.079194012612842,0.6092240249458112,0.017152549627197297,0.001620024558002286,1,1,0
0.25_vs_0.707,powerplant_load_following,0.25,0.707,0.095,0.009025,92,16.64026788138317,1.0482173907404524,11.197543011891984,3.5002137106560127,0.865720035121581,5.442724869491187,0.3270815655305891,0.0068161814755699135,0.001620024558002286,1,1,0
0.35_vs_0.707,powerplant_load_following,0.35,0.707,0.095,0.009025,92,14.374727724460858,0.9929717709674872,12.020807138739144,3.787400979442147,0.9165606244095414,2.3539205857217116,0.1637540989187674,0.00393282388088666,0.001620024558002286,1,1,0
